date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ,MACD,MACD_Signal,MACD_Histogram,EMA12,EMA26,BOLL_MID,BOLL_UPPER,BOLL_LOWER,BOLL_WIDTH,BOLL_PB
2025-02-25,sz.002173,10.3200,11.2800,10.2300,10.85,10.5500,71401646,766743758.3200,3,17.176800,1,2.843600,0,-99.921171,5.919635,-10.549857,2.598879,0.00990537183519713,0.07371081375584146,-0.06380544192064433,10.224723414356177,10.21481804252098,10.699,12.45534668679352,8.94265331320648,3.512693373587041,0.5429869572833805
2025-02-24,sz.002173,10.7200,10.8000,10.3700,10.55,10.6800,46022165,486094726.5100,3,11.071400,1,-1.217200,0,-97.158374,5.755959,-10.258156,2.527020,0.03511963032611298,0.06599257706989577,-0.030872946743782784,10.274765965993687,10.239646335667574,10.693999999999999,12.451503013398643,8.936496986601355,3.5150060267972876,0.4590327871695843
2025-02-21,sz.002173,10.5900,10.8400,10.4700,10.68,10.8800,84846487,902572876.7500,3,20.411200,1,-1.838200,0,-98.355586,5.826885,-10.384559,2.558159,0.06484453791499689,0.065762969238916,-0.0009184313239191111,10.33710966353312,10.272265125618123,10.636500000000002,12.310791994907273,8.96220800509273,3.348583989814543,0.5129905656039427
2025-02-20,sz.002173,10.3500,11.1700,10.3400,10.88,10.1500,122222913,1339183416.3800,3,29.402700,1,7.192100,0,-100.197451,5.936003,-10.579027,2.606065,0.10334873003830936,0.07328012139879468,0.030068608639514674,10.420631253758794,10.317282523720484,10.5585,12.009485509013949,9.107514490986052,2.901971018027897,0.6107867714745419
2025-02-19,sz.002173,9.9000,10.2800,9.8100,10.15,9.9700,48112500,484651547.0000,3,11.574200,1,1.805400,0,-93.474644,5.537723,-9.869221,2.431209,0.07410445059032611,0.07344498723710097,0.0006594633532251426,10.378995676257441,10.304891225667115,10.4515,11.660262307399398,9.2427376926006,2.417524614798797,0.37528565452679297
2025-02-18,sz.002173,10.6300,10.8800,9.9600,9.97,10.3700,67711711,704206130.8400,3,16.289100,1,-3.857300,0,-91.816966,5.439517,-9.694200,2.388094,0.03598879631523566,0.06595374905272791,-0.02996495273749225,10.316073264525526,10.28008446821029,10.3915,11.568816752977783,9.214183247022218,2.354633505955565,0.3209912502587338
2025-02-17,sz.002173,10.5400,11.0400,10.2500,10.37,10.2600,82384565,871748407.3900,3,19.818900,1,1.072100,0,-95.500695,5.657753,-10.083135,2.483905,0.03762480739526097,0.06028796072123453,-0.02266315332597356,10.324369685367753,10.286744877972492,10.364500000000001,11.516239645287234,9.212760354712769,2.303479290574465,0.5023876924018823
2025-02-14,sz.002173,9.8100,10.5500,9.7800,10.26,9.8200,79628404,818208944.7400,3,19.155900,1,4.480700,0,-94.487670,5.597738,-9.976178,2.457557,0.029702880949182386,0.0541709447668241,-0.024468063817641716,10.314466656849637,10.284763775900455,10.3155,11.391290529405207,9.239709470594793,2.1515810588104145,0.4742050155290521
2025-02-13,sz.002173,10.0500,10.0900,9.8100,9.82,10.0900,45083013,447346089.4900,3,10.845400,1,-2.675900,0,-90.435567,5.357679,-9.548349,2.352165,-0.011941966049302977,0.04094836260359869,-0.052890328652901664,10.238394863488155,10.250336829537458,10.2355,11.197394512216189,9.273605487783811,1.9237890244323772,0.2840199758273416
2025-02-12,sz.002173,9.8600,10.3000,9.7000,10.09,9.9200,64009517,644494610.4900,3,15.398500,1,1.713700,0,-92.922084,5.504988,-9.810880,2.416838,-0.02289514285951988,0.02817966151097498,-0.05107480437049486,10.215564884489979,10.238460027349499,10.1695,10.957501469408218,9.38149853059178,1.576002938816437,0.4495559316280824
2025-02-11,sz.002173,10.2600,10.4600,9.8300,9.92,10.0100,121650415,1242298565.9900,3,29.264900,1,-0.899100,0,-91.356499,5.412238,-9.645583,2.376118,-0.04477703189476756,0.013588322829826473,-0.05836535472459403,10.170093363799213,10.21487039569398,10.147,10.936592833114195,9.357407166885805,1.5791856662283905,0.3562550276041004
2025-02-10,sz.002173,9.1800,10.0100,9.1400,10.01,9.1000,51121142,488820090.2200,3,12.298000,1,10.000000,0,-92.185339,5.461341,-9.733094,2.397675,-0.05423119530534848,2.441920279148274e-05,-0.05425561450813996,10.14546361552241,10.199694810827758,10.1385,10.93025421491909,9.34674578508091,1.5835084298381794,0.4188510793004542
2025-02-07,sz.002173,8.8800,9.1900,8.8100,9.1,8.8500,56673800,512716972.8100,3,13.633800,1,2.824900,0,-83.804853,4.964855,-8.848267,2.179705,-0.13361287666343458,-0.026703039970453733,-0.10690983669298085,9.984623059288193,10.118235935951628,10.086,11.00376387285392,9.16823612714608,1.8355277457078394,-0.03717520876796492
2025-02-06,sz.002173,8.6000,8.8500,8.5400,8.85,8.6900,38458569,336038978.0200,3,9.251800,1,1.841200,0,-81.502522,4.828458,-8.605183,2.119823,-0.21422686773699517,-0.06420780552376203,-0.15001906221323313,9.810065665551548,10.024292533288543,10.011,11.07192114891285,8.950078851087149,2.121842297825701,-0.04716601756393588
2025-02-05,sz.002173,8.3300,8.7000,8.3300,8.69,8.2800,39872782,341987611.1300,3,9.592000,1,4.951700,0,-80.029030,4.741164,-8.449609,2.081498,-0.287708178489936,-0.10890788011699683,-0.1788002983729392,9.637747870851308,9.925456049341244,9.953,11.166799601945991,8.739200398054008,2.427599203891983,-0.020267100918112478
2025-01-27,sz.002173,8.3200,8.4500,8.2500,8.28,8.3000,20767100,173208756.0000,3,4.995900,1,-0.241000,0,-76.253207,4.517473,-8.050950,1.983292,-0.3747068330286769,-0.16206767069933287,-0.21263916232934404,9.428863583028031,9.803570416056708,9.873000000000001,11.299354942169959,8.446645057830043,2.852709884339916,-0.058416405658650965
2025-01-24,sz.002173,8.2600,8.3200,8.1100,8.3,8.2400,20962794,172419519.0300,3,5.042900,1,0.728200,0,-76.437394,4.528385,-8.070397,1.988082,-0.437002567119956,-0.21705464998345753,-0.21994791713649847,9.255192262562181,9.692194829682137,9.8115,11.397282556276084,8.225717443723918,3.171565112552166,0.02342141928037158
2025-01-23,sz.002173,8.5000,8.6300,8.2400,8.24,8.3800,28266228,239001890.1600,3,6.799900,1,-1.670600,0,-75.884834,4.495649,-8.012057,1.973711,-0.48561600474566013,-0.27076692093589805,-0.2148490838097621,9.099008837552615,9.584624842298275,9.7555,11.481334351995098,8.029665648004901,3.4516687039901974,0.06093700468760187
2025-01-22,sz.002173,8.4500,8.6300,8.3400,8.38,8.4800,24736462,208870987.3800,3,5.950700,1,-1.179200,0,-77.174140,4.572032,-8.148184,2.007245,-0.507001279184653,-0.31801379258564905,-0.18898748659900394,8.98839209331375,9.495393372498404,9.675,11.50200790768318,7.847992092316821,3.6540158153663578,0.1455954036777587
2025-01-21,sz.002173,8.6500,8.6700,8.3400,8.48,8.5900,26974515,228232545.3700,3,6.489100,1,-1.280600,0,-78.095072,4.626591,-8.245418,2.031197,-0.5100011234979984,-0.3564112587681189,-0.1535898647298795,8.910177925111634,9.420179048609633,9.5935,11.483153546636476,7.703846453363524,3.7793070932729522,0.20536927205995123
2025-01-20,sz.002173,8.6600,8.7100,8.4600,8.59,8.5900,22878623,196835163.9500,3,5.503800,1,0.000000,0,-79.108098,4.686605,-8.352375,2.057546,-0.49776452148141104,-0.38468191131077734,-0.1130826101706337,8.860919782786768,9.358684304268179,9.480500000000001,11.32350069966004,7.637499300339963,3.6860013993200766,0.2584102924745868
2025-01-17,sz.002173,8.8000,8.8000,8.5300,8.59,8.8000,30639640,264302033.0400,3,7.370900,1,-2.386400,0,-79.108098,4.686605,-8.352375,2.057546,-0.48250490997005,-0.40424651104263193,-0.0782583989274181,8.819239816204188,9.301744726174238,9.3825,11.19422642294,7.570773577060001,3.6234528458799993,0.2812859629452326
